outcome,innings,team_wkts,team_score,team_lead,bat_score,bat_balls,bat_avg,bat_arm,bowl_balls,bowl_runs,bowl_wkts,bowl_avg,bowl_type
0,3,0,0,-255,0,0,44.02,1,0,0,0,28.77,2
0,3,0,0,-255,0,1,44.02,1,1,0,0,28.77,2
0,3,0,0,-255,0,2,44.02,1,2,0,0,28.77,2
0,3,0,0,-255,0,3,44.02,1,3,0,0,28.77,2
0,3,0,0,-255,0,4,44.02,1,4,0,0,28.77,2
0,3,0,0,-255,0,5,44.02,1,5,0,0,28.77,2
1,3,0,0,-255,0,6,44.02,1,6,0,0,28.77,2
1,3,0,1,-254,1,7,44.02,1,7,1,0,28.77,2
0,3,0,2,-253,0,0,32.29,1,8,2,0,28.77,2
0,3,0,2,-253,0,1,32.29,1,9,2,0,28.77,2
1,3,0,2,-253,2,8,44.02,1,0,0,0,31.37,7
W,3,0,3,-252,0,2,32.29,1,1,1,0,31.37,7
0,3,1,3,-252,0,0,52.68,0,2,1,1,31.37,7
0,3,1,3,-252,0,1,52.68,0,3,1,1,31.37,7
0,3,1,3,-252,0,2,52.68,0,4,1,1,31.37,7
0,3,1,3,-252,0,3,52.68,0,5,1,1,31.37,7
0,3,1,3,-252,0,4,52.68,0,6,1,1,31.37,7
0,3,1,3,-252,0,5,52.68,0,7,1,1,31.37,7
4,3,1,3,-252,0,6,52.68,0,8,1,1,31.37,7
4,3,1,7,-248,4,7,52.68,0,9,5,1,31.37,7
0,3,1,11,-244,3,9,44.02,1,10,2,0,28.77,2
4,3,1,11,-244,3,10,44.02,1,11,2,0,28.77,2
0,3,1,15,-240,7,11,44.02,1,12,6,0,28.77,2
0,3,1,15,-240,7,12,44.02,1,13,6,0,28.77,2
0,3,1,15,-240,7,13,44.02,1,14,6,0,28.77,2
0,3,1,15,-240,7,14,44.02,1,15,6,0,28.77,2
0,3,1,15,-240,7,15,44.02,1,16,6,0,28.77,2
0,3,1,15,-240,7,16,44.02,1,17,6,0,28.77,2
0,3,1,15,-240,7,17,44.02,1,18,6,0,28.77,2
0,3,1,15,-240,7,18,44.02,1,19,6,0,28.77,2
0,3,1,15,-240,8,8,52.68,0,10,9,1,31.37,7
0,3,1,15,-240,8,9,52.68,0,11,9,1,31.37,7
0,3,1,15,-240,8,10,52.68,0,12,9,1,31.37,7
0,3,1,15,-240,8,11,52.68,0,13,9,1,31.37,7
0,3,1,15,-240,8,12,52.68,0,14,9,1,31.37,7
0,3,1,15,-240,8,13,52.68,0,15,9,1,31.37,7
0,3,1,15,-240,8,14,52.68,0,16,9,1,31.37,7
0,3,1,15,-240,8,15,52.68,0,17,9,1,31.37,7
2,3,1,15,-240,8,16,52.68,0,18,9,1,31.37,7
2,3,1,17,-238,10,17,52.68,0,19,11,1,31.37,7
1,3,1,19,-236,7,19,44.02,1,20,6,0,28.77,2
0,3,1,20,-235,12,18,52.68,0,21,7,0,28.77,2
0,3,1,20,-235,12,19,52.68,0,22,7,0,28.77,2
0,3,1,20,-235,12,20,52.68,0,23,7,0,28.77,2
0,3,1,20,-235,12,21,52.68,0,24,7,0,28.77,2
0,3,1,20,-235,12,22,52.68,0,25,7,0,28.77,2
0,3,1,20,-235,12,23,52.68,0,26,7,0,28.77,2
0,3,1,20,-235,12,24,52.68,0,27,7,0,28.77,2
0,3,1,20,-235,12,25,52.68,0,28,7,0,28.77,2
0,3,1,20,-235,12,26,52.68,0,29,7,0,28.77,2
0,3,1,20,-235,8,20,44.02,1,20,13,1,31.37,7
